business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,permanently_closed
OPERATIONAL,"{'location': {'lat': 36.16242860000001, 'lng': -86.774956}, 'viewport': {'northeast': {'lat': 36.1637111802915, 'lng': -86.7735764197085}, 'southwest': {'lat': 36.1610132197085, 'lng': -86.77627438029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Hard Rock Cafe,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103321597571051009679"">Chris Barnett</a>'], 'photo_reference': 'AW30NDwObooJAvrpG5St3TG8xKq4AGq6-CpvJItlxhIHLZap4Cp8_eIn2H_Xj06EJ5QxD-y4QwsD8LT6cbqGsr3UBKjOfBkqhXGPEoLMqBC4WaitcbhbWobraxf_8-Gf_V4B5DIRH-lQa11DQ_0P3d4p-EGcSbKue7_dChA2pcGQWu298uGY', 'width': 4000}]",ChIJCyn0qFtmZIgRUfTZZbikoBg,"{'compound_code': '566G+X2 Nashville, TN, USA', 'global_code': '868M566G+X2'}",2.0,4.2,ChIJCyn0qFtmZIgRUfTZZbikoBg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",4059.0,"100 Broadway, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.1553111, 'lng': -86.7698556}, 'viewport': {'northeast': {'lat': 36.1568012802915, 'lng': -86.7683516197085}, 'southwest': {'lat': 36.1541033197085, 'lng': -86.77104958029152}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Husk,"[{'height': 2163, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111719219215411994893"">Hecatonic</a>'], 'photo_reference': 'AW30NDymjizZfTiLs-Ko-p7lcjviWlQx_ZIZkzlra4IaedYD44D1gagpgcdZBjnVxnwjx0WcyRlE-l-0FhsKN4d0UcjKTH3TsunnmYa4V623qux5ZNnkqtuzP3fVr9ED2kmqBtCy-fw2BSu2rf59nS4RaTlzIahn-J3RdYtzm3ux2BeugJe1', 'width': 3166}]",ChIJI8FYhUJmZIgRasB5ff6LRQI,"{'compound_code': '564J+43 Nashville, TN, USA', 'global_code': '868M564J+43'}",3.0,4.5,ChIJI8FYhUJmZIgRasB5ff6LRQI,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2197.0,"37 Rutledge Street, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.175456, 'lng': -86.78786}, 'viewport': {'northeast': {'lat': 36.17680743029149, 'lng': -86.7864289197085}, 'southwest': {'lat': 36.17410946970849, 'lng': -86.7891268802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Germantown Café,"[{'height': 451, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115778973873756031858"">Germantown Café</a>'], 'photo_reference': 'AW30NDyaQz838TVhpnHu1AQDZhkaP3loPDykm8xH92yL59OF8iEbMBUQ2FVjT6OZN_zAklXnrDUT3WKmmzvGb44rrLBBFBJYqlpRpd4Kge8aAIucw_jeTpcwC7clmXp40AzfzeY6YNOTGVkkFjpU2mAUwwsd6oeFUJgxJCYiLfpGHrNbfYSr', 'width': 800}]",ChIJHWNN6v1mZIgRcT3pJLUiyt4,"{'compound_code': '56G6+5V Nashville, TN, USA', 'global_code': '868M56G6+5V'}",2.0,4.5,ChIJHWNN6v1mZIgRcT3pJLUiyt4,GOOGLE,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1101.0,"1200 5th Avenue North, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.175825, 'lng': -86.79025279999999}, 'viewport': {'northeast': {'lat': 36.17718138029149, 'lng': -86.78877556970849}, 'southwest': {'lat': 36.17448341970849, 'lng': -86.79147353029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Monell's,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113060025517917819155"">Lisa W</a>'], 'photo_reference': 'AW30NDxprZU0VefqkYsMeaOpWZbpKnE1uoUIbQlZ9FqK-o3oecajv38TCHPgy8G2kwIKyOtWafm2ARaYhRGKv4qIShsyoubdqPwvWyPXBgWCrKnPEp1Er5_rhI1ezEFHpQTliOGrvX66MFhRlhmQFbvn2n0OG509IeqxC627mQTUoDNpAmgQ', 'width': 3024}]",ChIJMQjgCv1mZIgRNRrINpRe1VA,"{'compound_code': '56G5+8V Nashville, TN, USA', 'global_code': '868M56G5+8V'}",2.0,4.8,ChIJMQjgCv1mZIgRNRrINpRe1VA,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",5274.0,"1235 6th Avenue North, Nashville",{'open_now': False},
OPERATIONAL,"{'location': {'lat': 36.1522106, 'lng': -86.76985859999999}, 'viewport': {'northeast': {'lat': 36.1535291302915, 'lng': -86.7685506697085}, 'southwest': {'lat': 36.1508311697085, 'lng': -86.77124863029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,3rd & Lindsley Bar & Grill,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108116287251715977147"">Maria Sarullo-Wieand</a>'], 'photo_reference': 'AW30NDxpwfjf9y8IzcVV6rmUxGapgerOmYo-DBNmFlJY95ez9fHNbDdMJmSWgubUmNtYB4eaei-NtS_3k_S__iH0dgBwrt6R8KS7tJejQjPMX_rsxaXXgIeTaaV9Dz7imDFCYdU2EL6w2MJJbOIZZM_XV_sxuDpvp39cO-9in3N2db5LL1Hs', 'width': 4032}]",ChIJw_dZV2hmZIgRiPQBArUtL6w,"{'compound_code': '562J+V3 Nashville, TN, USA', 'global_code': '868M562J+V3'}",2.0,4.6,ChIJw_dZV2hmZIgRiPQBArUtL6w,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1864.0,"818 3rd Avenue South, Nashville",{'open_now': False},
OPERATIONAL,"{'location': {'lat': 36.1487759, 'lng': -86.807519}, 'viewport': {'northeast': {'lat': 36.1501448302915, 'lng': -86.8061852197085}, 'southwest': {'lat': 36.1474468697085, 'lng': -86.8088831802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Logan's Roadhouse,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109395385107074864279"">Nixon Cheaz</a>'], 'photo_reference': 'AW30NDxJjSspXgZwss38BMQtyIbIxBp3f4UdkN0FA1WVW5CkiVAiKumzmYiE6bSxxXQJaW_oEr_PKwBU_yUFIY-nS2VkSPxhbPwR9SUd8ibh5TDOOHo16mf_c6BwaTPR83qrxBvdb8HpZutnZj3NW-glL3KxKqffc2K7gsj7jAq6Hkpz5Ap7', 'width': 3840}]",ChIJfdCJjLtmZIgRQ8q1V-pCcsw,"{'compound_code': '45XR+GX Nashville, TN, USA', 'global_code': '868M45XR+GX'}",2.0,3.3,ChIJfdCJjLtmZIgRQ8q1V-pCcsw,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",503.0,"2400 Elliston Place, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.1598127, 'lng': -86.7778275}, 'viewport': {'northeast': {'lat': 36.16126578029149, 'lng': -86.7766199697085}, 'southwest': {'lat': 36.15856781970849, 'lng': -86.77931793029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,The Palm - Nashville,"[{'height': 2601, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111444671146808251214"">Eric Finkelstein</a>'], 'photo_reference': 'AW30NDzLOPZBktw-D6MMaI4ArKlRnz_8Gns0BgEueORdSofZjSAcEGJ9ZSkNXUorxWWPtwTyC5hms8guPnH8GM8k2DlMHVXOesTf7iUtFlPB7tfBryAcKuy6nVzCoJ0xtgEpPsibRTidYBu3ecTHKSJBq7SLonndT9VkPKGVJfmL1mFutpa6', 'width': 2344}]",ChIJi9gqtF5mZIgRmTg6URgP94w,"{'compound_code': '565C+WV Nashville, TN, USA', 'global_code': '868M565C+WV'}",4.0,4.3,ChIJi9gqtF5mZIgRmTg6URgP94w,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",945.0,"140 5th Avenue South, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.1609872, 'lng': -86.77804619999999}, 'viewport': {'northeast': {'lat': 36.1622050302915, 'lng': -86.77661171970848}, 'southwest': {'lat': 36.1595070697085, 'lng': -86.7793096802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Robert's Western World,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102688645157493805901"">Patrick Obruba</a>'], 'photo_reference': 'AW30NDzD8Mi9zU0r2KjpnieAomnTAgTgsCfNrAMq5XcX5FpcezNCMiMViZYOY-TSnFcSxcEoswRUdTEfBnFQqNx0kVH6DvKRlO2Zq2AX9k2PhShq8xAhjruZvRcDzuaA4BbvpvABpBNAxwCfNIokGMTzDzt4XNYuyUQzYuw5Z9d0HrWA6m5D', 'width': 3024}]",ChIJu3t9SFlmZIgRwC8VAVQPHjo,"{'compound_code': '566C+9Q Nashville, TN, USA', 'global_code': '868M566C+9Q'}",1.0,4.7,ChIJu3t9SFlmZIgRwC8VAVQPHjo,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3481.0,"416 Broadway # B, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.14608, 'lng': -86.8093572}, 'viewport': {'northeast': {'lat': 36.1473903802915, 'lng': -86.80809746970849}, 'southwest': {'lat': 36.1446924197085, 'lng': -86.8107954302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,P.F. Chang's,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111512540465729148127"">Freddie A</a>'], 'photo_reference': 'AW30NDyNq8dNIWVEeux1X1TSlsvMOrQdpCfjhBdgDjjn9qHq72_gHIzibcTNAvStw6Z9dEHd-VkQiJBEZlniQDJQaz1IlQG47newe-fQTy-ej0YJew-3XJCm9ZHu7NN8MvPYZjT2trxj4Fk4RE9eD8V5wNgV4qDbAwesmmOufGbYNfmx1nEZ', 'width': 3024}]",ChIJZVTrPrtmZIgRrfeX7-6q04w,"{'compound_code': '45WR+C7 Nashville, TN, USA', 'global_code': '868M45WR+C7'}",2.0,4.0,ChIJZVTrPrtmZIgRrfeX7-6q04w,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1666.0,"2525 W End Ste #2535, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.1424955, 'lng': -86.81685829999999}, 'viewport': {'northeast': {'lat': 36.1437830302915, 'lng': -86.81537106970848}, 'southwest': {'lat': 36.1410850697085, 'lng': -86.8180690302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Maggiano's Little Italy,"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106882823997113290463"">Richard Hawley</a>'], 'photo_reference': 'AW30NDyRHYooGo4jRBtOkfADMfERph5Ga45RM8PDR6FIWTDccLKxjDScrSa4BSjcw4bL-oCaR6jKXd9_Ns6SBnSqrJPSJoU4yha9sH_dhfUYh8zxmQpTqfm8JYl5MHGAXxv_3WrGI_VS5vBM3cRiwdWGrgTwABn_TBOlTGVZQt9CBxRsobpJ', 'width': 12000}]",ChIJW5CdiK5mZIgRtqVwp4lY7ZU,"{'compound_code': '45RM+X7 Nashville, TN, USA', 'global_code': '868M45RM+X7'}",2.0,4.6,ChIJW5CdiK5mZIgRtqVwp4lY7ZU,GOOGLE,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4917.0,"3106 West End Avenue, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.15192630000001, 'lng': -86.8049491}, 'viewport': {'northeast': {'lat': 36.1532011302915, 'lng': -86.8037085197085}, 'southwest': {'lat': 36.1505031697085, 'lng': -86.8064064802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Café Coco - Elliston Place,"[{'height': 1798, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101182731937610751613"">Café Coco - Elliston Place</a>'], 'photo_reference': 'AW30NDzqlT8VSvs6ojdvsCleFl0XCYKOuBnvJLA-TT_JVGi7k5F84a2JUI0u4sWIJMqzHbRDx64Ps-4yHXTSa0CzWt3F7wb-VDPQWpGitMc863qRt35iQ5WVctVgOSoaf7RGFu3fc_q6ayvFmp5Y6nD0b4Inswe92eFQONL-WIiyf2CqJ47o', 'width': 1200}]",ChIJg0wQ7r5mZIgRRX-J9CCV_PQ,"{'compound_code': '552W+Q2 Nashville, TN, USA', 'global_code': '868M552W+Q2'}",1.0,4.2,ChIJg0wQ7r5mZIgRRX-J9CCV_PQ,GOOGLE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1307.0,"210 Louise Avenue, Nashville",{'open_now': False},
