business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours
OPERATIONAL,"{'location': {'lat': 37.985346, 'lng': -121.3471033}, 'viewport': {'northeast': {'lat': 37.9867940302915, 'lng': -121.3457490197085}, 'southwest': {'lat': 37.9840960697085, 'lng': -121.3484469802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,,"[{'height': 1763, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117943550910264541878"">Subway</a>'], 'photo_reference': 'AW30NDxqqptYJgaHiV5-hc7jcmJN4CAKF-WyBCEw5krzKpUIUq-ZYj1GcQlLdfIq_FMd22kmz9fN-TPTTtzc8Q-Qhtw2m0uQgbPIw703Hb1nWcmP9aiorJa50hsGdLLGGvRj2Ican04JiavGDN3urUFrWbojZ3-paOK4nnA00LCWrGtu-zAy', 'width': 1763}]",ChIJU8vxJCwMkIAROwhqLoUuoao,"{'compound_code': 'XMP3+45 Stockton, CA, USA', 'global_code': '849WXMP3+45'}",1.0,4.2,ChIJU8vxJCwMkIAROwhqLoUuoao,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",155,"2819 West March Lane Suite B10, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.9634444, 'lng': -121.2725693}, 'viewport': {'northeast': {'lat': 37.9647161802915, 'lng': -121.2712044197085}, 'southwest': {'lat': 37.9620182197085, 'lng': -121.2739023802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,,"[{'height': 1763, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116549618564226471841"">Subway</a>'], 'photo_reference': 'AW30NDydtpvfwdootO8qLwSd3dvcbvryE5CpD_lc_OqhlfUlC5NgF8qywzaBqztgO1JyVcgiEzStZxVRo9uZZU-GHdPQdpAWeASV0JvDTHrULBHEItBlhkf4gh313zt2n-d2F-FTJZGPfv7nsbmgsBtdTGOF5ya6OE517mFwtF2aAWSXlM0s', 'width': 1763}]",ChIJCeXVcagSkIARKxArft98y00,"{'compound_code': 'XP7G+9X Stockton, CA, USA', 'global_code': '849WXP7G+9X'}",1.0,4.2,ChIJCeXVcagSkIARKxArft98y00,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",207,"678 North Wilson Way, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.9870438, 'lng': -121.3219226}, 'viewport': {'northeast': {'lat': 37.9885013302915, 'lng': -121.3206764197085}, 'southwest': {'lat': 37.9858033697085, 'lng': -121.3233743802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,De Vinci's Delicatessen & Catering,,"[{'height': 3750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109828183705027383004"">De Vinci&#39;s Delicatessen &amp; Catering</a>'], 'photo_reference': 'AW30NDwlUjEPRr-yy-GQ1GK7rMMtGi5gqixj7jIMoBABwUfwbtO0CzJbmYm9IOFSs-2exMUouZF8NNmyZZwiVE1wtunJHcYFr7Zrklq-slrAerY3JlUOi670nnHNKu7akMrtkSGKmzua-meKWqWou0Quo4KFwK4mnDNdlsgu0nRrKgatZ9Sr', 'width': 2500}]",ChIJUY8EwLINkIARwxQDzDLWqyw,"{'compound_code': 'XMPH+R6 Stockton, CA, USA', 'global_code': '849WXMPH+R6'}",,4.2,ChIJUY8EwLINkIARwxQDzDLWqyw,GOOGLE,"['meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",308,"4555 North Pershing Avenue #21, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.973481, 'lng': -121.301433}, 'viewport': {'northeast': {'lat': 37.9747549802915, 'lng': -121.3001013697085}, 'southwest': {'lat': 37.9720570197085, 'lng': -121.3027993302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Little Caesars Pizza,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110504695218493697194"">Sean McCall</a>'], 'photo_reference': 'AW30NDw30tKGSmBhjkpW9aWEBZSqYhzybg8bHpN0NmX842agvRYUPfiaOSbxP8sNm2kTTboSiOBn_exnSdmLxtkAqsWlI3OQnP1zsRsA9WBaBcRvijjZyISleyXspmn-umZFG5IExPNr28PUwbWHRMjOM55iEtm1J-pLnCoKSFTpftYd9bhr', 'width': 4160}]",ChIJGUcXbXMNkIARZ0ijsgq6eW0,"{'compound_code': 'XMFX+9C Stockton, CA, USA', 'global_code': '849WXMFX+9C'}",1.0,3.8,ChIJGUcXbXMNkIARZ0ijsgq6eW0,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",691,"2520 North Pacific Avenue, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.9991394, 'lng': -121.3252331}, 'viewport': {'northeast': {'lat': 38.0007182802915, 'lng': -121.3240440697085}, 'southwest': {'lat': 37.9980203197085, 'lng': -121.3267420302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,,"[{'height': 1697, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114114791318362452866"">L C</a>'], 'photo_reference': 'AW30NDxRIgK77F-2oJeHLn74NL1AK4l4vhVan206BGf63P9taBBTG68F-ja11WmSfvWG234UrKWWdLmigju-hRB-aKjoTE28y_0oakc4qt_2-OWNMzFrRFDLW7sMWk2J2CUKdZGmVfrSDi-WVUB9wl_y8Ed4IMS9cc6nRr0one50fCeNzOBX', 'width': 3903}]",ChIJTUmfeEYMkIARpokKxgeSsFs,"{'compound_code': 'XMXF+MW Stockton, CA, USA', 'global_code': '849WXMXF+MW'}",1.0,4.1,ChIJTUmfeEYMkIARpokKxgeSsFs,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",39,"5620 North Pershing Avenue Unit B, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.9569012, 'lng': -121.2944417}, 'viewport': {'northeast': {'lat': 37.9581813302915, 'lng': -121.2932796197085}, 'southwest': {'lat': 37.9554833697085, 'lng': -121.2959775802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Delta Bistro & Lounge,,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106960633651482065586"">Sandy Fischler-Laube</a>'], 'photo_reference': 'AW30NDzHX3ujddpqHpmLaKq4n3t2AnU2kNvBiPSHdWeOzelb95l-nsRnOST38k5aUwwby_LKiYOP_V5oG_DlAXSowfLFFv8KBzYbpCBB-RS3xhvpSAh61A_dAfenqz-v0D-FXQVYwmPvsKt3QA2Ku9uWh-fDFPGU8nQyCBFQTYokc4buVLv0', 'width': 2048}]",ChIJg59DCZ0SkIARcUMah9CZeNE,"{'compound_code': 'XP44+Q6 Stockton, CA, USA', 'global_code': '849WXP44+Q6'}",2.0,4.1,ChIJg59DCZ0SkIARcUMah9CZeNE,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",57,"110 West Fremont Street, Stockton",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.938148, 'lng': -121.292319}, 'viewport': {'northeast': {'lat': 37.9393871802915, 'lng': -121.2910210197085}, 'southwest': {'lat': 37.9366892197085, 'lng': -121.2937189802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Little Caesars Pizza,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114628037732657989237"">Alysha Renee</a>'], 'photo_reference': 'AW30NDxBSVFbc-L1JkZm-zP75jRyi4nACA8f78N24caeS8Y5liKra1t4HMo-34jk8fqt6m6e2OjVb7TUDWMj6nHhx7b4n4MljqBXRjBLrpGck1eToHy0dL_gqQboOzEQmNFM2aUwbuCxwN51LYDu1W0iHl-S1i1cNgfJuGn3lm2f3uskV_zQ', 'width': 1920}]",ChIJl-CLluwSkIAR6Mw6dvenZkA,"{'compound_code': 'WPQ5+73 Stockton, CA, USA', 'global_code': '849WWPQ5+73'}",1.0,4.0,ChIJl-CLluwSkIAR6Mw6dvenZkA,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",543,"353 West Charter Way, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.99257069999999, 'lng': -121.3139082}, 'viewport': {'northeast': {'lat': 37.9938158302915, 'lng': -121.3125888197085}, 'southwest': {'lat': 37.9911178697085, 'lng': -121.3152867802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Buffalo Wild Wings,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110054364272629097592"">Vincent D</a>'], 'photo_reference': 'AW30NDyIgFp68bZW7kPavcpnNmdCurXzRsp9OoUMs1R18H0dSaMnTDFpJhfQrrAtNAJEuTApyo0ZB5oZ1GEt2M-oZim9CLUWBtvVSUFU5uVkMdE6NImPxJEEQxP2L3smQp-gz-M-R5I8Wge7IijGljWcYVguNkfbvvf3Hx8Mdn8IoSs_y8RU', 'width': 3120}]",ChIJyUvAvFQMkIARlV41adPLNbc,"{'compound_code': 'XMVP+2C Stockton, CA, USA', 'global_code': '849WXMVP+2C'}",2.0,3.9,ChIJyUvAvFQMkIARlV41adPLNbc,GOOGLE,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1698,"4751 Pacific Avenue, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.9336557, 'lng': -121.3115573}, 'viewport': {'northeast': {'lat': 37.9349188802915, 'lng': -121.3101013697085}, 'southwest': {'lat': 37.9322209197085, 'lng': -121.3127993302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,,"[{'height': 940, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102248578541783315897"">Subway</a>'], 'photo_reference': 'AW30NDwjHwWS-4glmb-xUXcFkdKkYoFvI-CfhG0j5b1J6dOVnIW4QY3egjO4S8GSKzpgtKcnQG3NnGCED_rKvlimo9-1t5eIA8nwEHhn8aXS3_IrwCQM7ENLVSy0gsl2djuppV9ZSv7wNDgDrXLMVsikM0PYbQ0EdGgXFRmhqGQCuaKfeDhO', 'width': 940}]",ChIJHcpjKV4SkIARn1mKizdgk68,"{'compound_code': 'WMMQ+F9 Stockton, CA, USA', 'global_code': '849WWMMQ+F9'}",1.0,4.2,ChIJHcpjKV4SkIARn1mKizdgk68,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",126,"1789 West Charter Way, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.9899713, 'lng': -121.3193763}, 'viewport': {'northeast': {'lat': 37.9913112802915, 'lng': -121.3179756697085}, 'southwest': {'lat': 37.9886133197085, 'lng': -121.3206736302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Wienerschnitzel,,"[{'height': 2490, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115100271982331608378"">Mike Pool</a>'], 'photo_reference': 'AW30NDxq8rzxWeCnTBUt09OjUogqNCEbx-AkEoCqmhHN3txBZHngWZW5A2OHAfeARLs9_s9IA6qOonLaQocZqv254IRnlVnoD5TynzQKVFpkytSTgLE5n7IBhMf2i3aCxkxagqd6lN5BAKPBo5IBXDCcp-82g_NNJ9TGQqJMUmVllCcbKvWH', 'width': 3319}]",ChIJixcZu1IMkIARYy-R2jxLIzc,"{'compound_code': 'XMQJ+X6 Stockton, CA, USA', 'global_code': '849WXMQJ+X6'}",1.0,3.7,ChIJixcZu1IMkIARYy-R2jxLIzc,GOOGLE,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",990,"1107 West March Lane, Stockton",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.97117399999999, 'lng': -121.300331}, 'viewport': {'northeast': {'lat': 37.9724583802915, 'lng': -121.2989157197085}, 'southwest': {'lat': 37.9697604197085, 'lng': -121.3016136802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cocoro Bistro Sushi Bar,,"[{'height': 6004, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110757383677739113735"">Cocoro Bistro Sushi Bar</a>'], 'photo_reference': 'AW30NDzv9voBrr0gROZhKXaFIm3g63gLRJq3KdERCJtsgl_Y0gJYS1amj-RSeqclJsgYaMw0ckU_bqw_0qU8QNl6RChYQDQefq6zM9jrVoe7dlVgol68kN9NnG1Su6sYRCjHLUXbfKA3Z5GnuYnUT_jLKDj0GYGbCnjKZKiT9-yy7eFbt5Td', 'width': 9006}]",ChIJ07Ju0HMNkIARrZvnQe4Qy9s,"{'compound_code': 'XMCX+FV Stockton, CA, USA', 'global_code': '849WXMCX+FV'}",2.0,4.5,ChIJ07Ju0HMNkIARrZvnQe4Qy9s,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",479,"2105 Pacific Avenue, Stockton",{'open_now': True}
