business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours
OPERATIONAL,"{'location': {'lat': 43.06091929999999, 'lng': -87.9838168}, 'viewport': {'northeast': {'lat': 43.0621534802915, 'lng': -87.9824502697085}, 'southwest': {'lat': 43.0594555197085, 'lng': -87.9851482302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Taco Bell,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112955441553597508068"">Tara Ramirez</a>'], 'photo_reference': 'AW30NDwG28Fg4NO5lJ9h6NCYVxjrxqvt7XHRLtcK9c4hNweuu6fUIFtqf0aedAK8_2F58VBDLcZdIzd8VkSIHiqbfJGe7DdybiroDfgORVJKcOqNm_yF6VX2bLziUbU-7kezDwaiMho0eXNJOLKZgrsiV9Q_O7lj3TsXTr9vTCnIYsAPCS8', 'width': 2448}]",ChIJHejJOW0bBYgRAPvEd3iU8F4,"{'compound_code': '3268+9F Milwaukee, WI, USA', 'global_code': '86MJ3268+9F'}",1.0,2.9,ChIJHejJOW0bBYgRAPvEd3iU8F4,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",824.0,"5630 West North Avenue, Milwaukee",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 43.0750311, 'lng': -87.95668889999999}, 'viewport': {'northeast': {'lat': 43.0763122302915, 'lng': -87.95544176970849}, 'southwest': {'lat': 43.0736142697085, 'lng': -87.95813973029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,KFC,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100114666374989111634"">Adan De La Cruz</a>'], 'photo_reference': 'AW30NDwr74q4vvCJXbsCoZ6eJ_ChW1Yrzxw4HC7JrFhO0s9roUXPJTEDd4yra3a53zQsmMOiC5ndxw0z_p7QWF6SSOASBZzS1F2X_b8C9msweT4YU2Dw9FQ6AjwXAPUHu7ds7JMetaXVwt5XSvbWTXHR8kD1QcYw-qv5PSH6h-GwTviVuWg1', 'width': 4032}]",ChIJuaw17YsbBYgR1irB140-ELY,"{'compound_code': '32GV+28 Milwaukee, WI, USA', 'global_code': '86MJ32GV+28'}",1.0,3.1,ChIJuaw17YsbBYgR1irB140-ELY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",382.0,"3440 West Fond Du Lac Avenue, Milwaukee",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 43.074611, 'lng': -87.9569332}, 'viewport': {'northeast': {'lat': 43.0760032302915, 'lng': -87.95552481970849}, 'southwest': {'lat': 43.0733052697085, 'lng': -87.9582227802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Checkers,,"[{'height': 1966, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117695202537954811511"">Checkers</a>'], 'photo_reference': 'AW30NDyKamXowVLPmoQORlLS7tuCQcIDS5ISSRjDon5S2Expjmt4H_y3ZH2JN1M61TZ1o7c-YyCA2MOPXoz0rs3TDVsl25cM_aiQuujFH1xac-tlHAlwLyP0WOH0v3A8BgD9pTx9--t-1Tjynq34NlURWYRPi7PmTUu9EEzIlCSPVcU1AGcu', 'width': 2795}]",ChIJKxpd7osbBYgRDe6B3YM38bI,"{'compound_code': '32FV+R6 Milwaukee, WI, USA', 'global_code': '86MJ32FV+R6'}",1.0,3.5,ChIJKxpd7osbBYgRDe6B3YM38bI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1107.0,"3431 West Fond Du Lac Avenue, Milwaukee",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 43.067332, 'lng': -87.9853499}, 'viewport': {'northeast': {'lat': 43.0686259302915, 'lng': -87.9841320697085}, 'southwest': {'lat': 43.0659279697085, 'lng': -87.98683003029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Burger King,,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102515036963093317156"">Tricia S</a>'], 'photo_reference': 'AW30NDw_N29lswBanTxIpBaP6o00YMuWd2Zq_JTU5zBA9-IhNujW5BE577sMZ5CmIcmkwElSeel7eU_48KNdCQOzvcFnpDpdcKVvM96hn4QuyhkFD3hS1ee4F-03c415ACBdb-E0ubf6cHHp7C0SCHlycXZwQtmjYmOLh8bO5lF4UyIm0JmG', 'width': 4048}]",ChIJvys9_m4bBYgReUr7UZoZmHk,"{'compound_code': '3287+WV Milwaukee, WI, USA', 'global_code': '86MJ3287+WV'}",1.0,2.9,ChIJvys9_m4bBYgReUr7UZoZmHk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",884.0,"5812 West Lisbon Avenue, Milwaukee",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 43.0750147, 'lng': -87.9580641}, 'viewport': {'northeast': {'lat': 43.07646168029149, 'lng': -87.95675841970849}, 'southwest': {'lat': 43.0737637197085, 'lng': -87.9594563802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Reynold's Pasty Shop,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103001612424129591781"">James Guse</a>'], 'photo_reference': 'AW30NDzV8DEjhl5CHu_ngWY_wVpeZCQtQKUbIZEmkUzqdjyiR7ssSzIzZUbHaN3SQmpZHC946zwQxjNlOwUpHU5N2W5bJbLMl5Vfnfp_PFAy36aKvVE3azqXTgmdGSF0TvQVD2o783S8HETFaIbByywSwYlyyZHOWiKj1jO5Vjsde8mE3mco', 'width': 4032}]",ChIJCzXDXokbBYgRWqNsXzgbk2Y,"{'compound_code': '32GR+2Q Milwaukee, WI, USA', 'global_code': '86MJ32GR+2Q'}",1.0,4.5,ChIJCzXDXokbBYgRWqNsXzgbk2Y,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",265.0,"3525 West Burleigh Street, Milwaukee",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 43.060624, 'lng': -87.98936599999999}, 'viewport': {'northeast': {'lat': 43.0620181802915, 'lng': -87.98801631970849}, 'southwest': {'lat': 43.0593202197085, 'lng': -87.9907142802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,No 1 Chinese Restaurant,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110648430400168046627"">Jauntea Maxey</a>'], 'photo_reference': 'AW30NDx87vUzorm8grsybaC_zpyAioRoViDkPKLP6TF8Fc_otNshOhWt8oL-U3DCQHQI4Ani-rBOlhHS01mAy7ukLwsllGIVUT2z7YSX8U1SYYLFSEj6fnGMMKShaR1E2_Bk4Y6jgMumvehJ_vKRPK29AGgBbNKf_SPI5fkn8mgxgmynBhH_', 'width': 3024}]",ChIJG5EcL2sbBYgRPAztZcW4sJw,"{'compound_code': '3266+67 Wauwatosa, WI, USA', 'global_code': '86MJ3266+67'}",1.0,3.7,ChIJG5EcL2sbBYgRPAztZcW4sJw,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",255.0,"6119 West North Avenue, Wauwatosa",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 43.07539389999999, 'lng': -87.9771516}, 'viewport': {'northeast': {'lat': 43.0767364302915, 'lng': -87.9758903197085}, 'southwest': {'lat': 43.0740384697085, 'lng': -87.9785882802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pacific Oriental Express,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116140864980939996021"">Korina</a>'], 'photo_reference': 'AW30NDzvptduWJ2E9o9DeEtwEwh-PDmrLTJNUNPeevbBPIyq0lIDkVEBkHZTMYWfNEaDtVVIfn0EKmlKO-PyIyJ5abr2sci0odht_bAGAr2G_nrLpPTmSbuqdEUwK_wsjqpW9ZDxGMvJJekbbteqXyLNsBGSong2cbxDUHbtqY73MwlUkJFE', 'width': 3024}]",ChIJVaiKpH4bBYgRU-670x-ZWJg,"{'compound_code': '32GF+54 Milwaukee, WI, USA', 'global_code': '86MJ32GF+54'}",2.0,4.0,ChIJVaiKpH4bBYgRU-670x-ZWJg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",402.0,"5032 West Burleigh Street, Milwaukee",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 43.06879099999999, 'lng': -87.987883}, 'viewport': {'northeast': {'lat': 43.06998488029149, 'lng': -87.98664031970848}, 'southwest': {'lat': 43.06728691970849, 'lng': -87.98933828029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Red Snapper Fish Company,,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105470175296212201439"">Red Snapper Fish Company</a>'], 'photo_reference': 'AW30NDwcEG0jc4rUY-IAhcpAdgvuApg4LHsin8EKHL-ugxcdtICXz9k-IIxbxKa67f85U4dQEdWIMp6sh8dW2sP5TffgI4KP3U5DZw-SiBfFAtDsF3XuPxB3q1QI-JRJ8mI6y183vgswZH7wVVXG0wyg11VMtmhc-zgOvfEY6lDDx8zGa4mf', 'width': 1920}]",ChIJKQmVx2gbBYgRMsriNHvYMQQ,"{'compound_code': '3296+GR Milwaukee, WI, USA', 'global_code': '86MJ3296+GR'}",2.0,3.4,ChIJKQmVx2gbBYgRMsriNHvYMQQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",631.0,"6016 West Lisbon Avenue, Milwaukee",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 43.0675773, 'lng': -87.96089169999999}, 'viewport': {'northeast': {'lat': 43.06892663029149, 'lng': -87.95959481970849}, 'southwest': {'lat': 43.0662286697085, 'lng': -87.9622927802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Fresh Fast And Delicious,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104136256179030315165"">jerry torres</a>'], 'photo_reference': 'AW30NDwixfno6W8KcPHT4_mj0m9D_FU-EURJnyq4zXnv94Ib4xzIF6z1MOwkQvvvIY0Qi2duvmM0JeMYzDcLxY2MhYPcm8R7YYCVxbMUclh3B6B-zZw1AkTilOMaS1Sqw-KcFQ_UrYjmFOdDxHVz7SYwb4kwJqzSrFa3TUfu6EXvZIZu2kvq', 'width': 3024}]",ChIJm5k7aJAbBYgR1_f5XhAJTcU,"{'compound_code': '329Q+2J Milwaukee, WI, USA', 'global_code': '86MJ329Q+2J'}",1.0,4.3,ChIJm5k7aJAbBYgR1_f5XhAJTcU,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",71.0,"3821 West Center Street #2555, Milwaukee",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 43.0704798, 'lng': -87.97237160000002}, 'viewport': {'northeast': {'lat': 43.0718292302915, 'lng': -87.97097951970851}, 'southwest': {'lat': 43.06913126970851, 'lng': -87.97367748029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mikhail W. Davenport,,,ChIJMzEJJ1YbBYgRlgED-M6A6-Y,"{'compound_code': '32CH+53 Milwaukee, WI, USA', 'global_code': '86MJ32CH+53'}",,5.0,ChIJMzEJJ1YbBYgRlgED-M6A6-Y,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"North 47th Street, Milwaukee",
OPERATIONAL,"{'location': {'lat': 43.0683282, 'lng': -87.9746516}, 'viewport': {'northeast': {'lat': 43.06967863029149, 'lng': -87.97343996970848}, 'southwest': {'lat': 43.06698066970849, 'lng': -87.9761379302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,COONIE'S KITCHEN,,,ChIJKQV2AU4bBYgR-9YhToKCOMs,"{'compound_code': '329G+84 Milwaukee, WI, USA', 'global_code': '86MJ329G+84'}",,5.0,ChIJKQV2AU4bBYgR-9YhToKCOMs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"2714 North 49th Street, Milwaukee",
OPERATIONAL,"{'location': {'lat': 43.061594, 'lng': -87.97412899999999}, 'viewport': {'northeast': {'lat': 43.06279128029149, 'lng': -87.97289746970849}, 'southwest': {'lat': 43.06009331970849, 'lng': -87.9755954302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Judy's Red Hots,,"[{'height': 3984, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101214279712911487636"">T_m1lz Gwood</a>'], 'photo_reference': 'AW30NDx7qvDzofRlPFwIPYqKpwbCVFlsAOjApdz68bIaZfuTLvrLZdkpRkLrteHOPIXhHXn-m3gAsS95Sw5bZ24gr3ur1vW2d-O4kY0mn2R32z0nkUrcoWQsNepepHy2aIu5ibq6ZLdmk6fHWzkb__l4exx-cjHfiE42pRByVo10Flu7rCFY', 'width': 2988}]",ChIJuSPiFnUbBYgRO_6YwY2vrgU,"{'compound_code': '326G+J8 Milwaukee, WI, USA', 'global_code': '86MJ326G+J8'}",1.0,4.0,ChIJuSPiFnUbBYgRO_6YwY2vrgU,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",464.0,"4812 West Lisbon Avenue, Milwaukee",{'open_now': True}
