business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours
OPERATIONAL,"{'location': {'lat': 26.2260641, 'lng': -80.1387129}, 'viewport': {'northeast': {'lat': 26.22749583029151, 'lng': -80.1373599697085}, 'southwest': {'lat': 26.2247978697085, 'lng': -80.1400579302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Di Subs Pompano Beach 33069,,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106052421938112977533"">Di Subs Pompano Beach 33069</a>'], 'photo_reference': 'AW30NDxu1d_-HaICeMitN6olWqMUL2jsqE5KKoZsWlxR__exG30cOYN7VXb0OStYCWdPba4u7d-mLvRiArE0LPM4UQOLSeHWG2I75_gTZGFlXrbkQWbDvlCa4hPo3QGd8i5ei90yvpRo0HPS5FOZP5WhQCE-4GtB_-NOACqwNMvvr-2tEULy', 'width': 361}]",ChIJ2YY9kf4C2YgRRp0hNBwvtpI,"{'compound_code': '6VG6+CG Pompano Beach, FL, USA', 'global_code': '76RX6VG6+CG'}",,4.5,ChIJ2YY9kf4C2YgRRp0hNBwvtpI,GOOGLE,"['meal_takeaway', 'grocery_or_supermarket', 'restaurant', 'food', 'health', 'store', 'point_of_interest', 'establishment']",209.0,"300 Southwest 12th Avenue #1, Pompano Beach",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 26.229882, 'lng': -80.12351199999999}, 'viewport': {'northeast': {'lat': 26.2311786802915, 'lng': -80.1221005697085}, 'southwest': {'lat': 26.22848071970849, 'lng': -80.12479853029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Spanx the Hog BBQ & Saloon,,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100102816907174021692"">Spanx the Hog BBQ &amp; Saloon</a>'], 'photo_reference': 'AW30NDy8mriRQUMy3tz0y6NREn-LbiX-vLZrDpkxWww_FzEFkxzqnJcqBuDME_QoJY2UG7dxSyVPFDkzMCUZnZFv5qP_LwzenFojQ5UtNdGYSEZ00j0ohj3no8CA0gcGlpVpd_QtWNrI9metOZMrZRCgrgqqTySJu0yEmp-Av65iCb7BX-Pv', 'width': 1316}]",ChIJPR5-9vIC2YgRPlDyoXNJ8t0,"{'compound_code': '6VHG+XH Pompano Beach, FL, USA', 'global_code': '76RX6VHG+XH'}",2.0,4.2,ChIJPR5-9vIC2YgRPlDyoXNJ8t0,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",898.0,"147 South Cypress Road, Pompano Beach",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 26.2296187, 'lng': -80.1235686}, 'viewport': {'northeast': {'lat': 26.2310530302915, 'lng': -80.1221223197085}, 'southwest': {'lat': 26.2283550697085, 'lng': -80.1248202802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rolls & Grill,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100929692460440032454"">Andrija Jovanovic VI2</a>'], 'photo_reference': 'AW30NDzoSy4jx9ld82PlkruZi3fWqIrFfyCoJbD4LgsaXe7QeXdmJgZdRHiDytdnJUp37eM6K4BL2lanWLhhcHdqeRJTWDmv48giRnuaNXz82-3BZIiESRW4HwrmFJ2FCOew0R5xl0symKwM2FlE32Q9JzuNZcifvdgCZyVeifxcRypTW3NR', 'width': 3264}]",ChIJx3sLaZkE2YgRWsFNfDnlpbY,"{'compound_code': '6VHG+RH Pompano Beach, FL, USA', 'global_code': '76RX6VHG+RH'}",2.0,4.0,ChIJx3sLaZkE2YgRWsFNfDnlpbY,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",249.0,"161 South Cypress Road, Pompano Beach",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 26.22954499999999, 'lng': -80.12356750000001}, 'viewport': {'northeast': {'lat': 26.2309215302915, 'lng': -80.1221223697085}, 'southwest': {'lat': 26.22822356970849, 'lng': -80.12482033029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,The Gyro Joint,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107036746822684253659"">DjSammyinMiami DjSammyinMiami</a>'], 'photo_reference': 'AW30NDwiWIuB0_Nx3rd4QGXblIDt7eyD5vvmb6aCSCdFXmuv8feErCmn5YR7UYa9NQKJJYC-bn_uIvyxnHwjs1VHUJlRQ6GK2eF3oYsNoM2olpPn3YEsWAmFajqIvAdRZqP82-zEdPH73klMZdQa5IxyqvVqmg-t8ghyVdUuws-Vz0GkEc3k', 'width': 4000}]",ChIJP2CZ9_IC2YgRS6EDx7OEU0Y,"{'compound_code': '6VHG+RH Pompano Beach, FL, USA', 'global_code': '76RX6VHG+RH'}",1.0,4.6,ChIJP2CZ9_IC2YgRS6EDx7OEU0Y,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",446.0,"165 South Cypress Road, Pompano Beach",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 26.2295406, 'lng': -80.1235598}, 'viewport': {'northeast': {'lat': 26.2308104302915, 'lng': -80.12216476970849}, 'southwest': {'lat': 26.2281124697085, 'lng': -80.1248627302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Christina's Cafe,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114397490550126031213"">K Fung</a>'], 'photo_reference': 'AW30NDy2zMq-lhvFoxUvgsPzOYhl0j5JCsOFerP7NdRf4CTK-JIL4jsnsGjaQVAaSoS50zL3hwhaPz3DsP6Sg3c_7TSFRolfviy7W6MzCkqCU5YNwtDL3S_ZvQKiB8LrdhHysqbw8MWinZK4gLoiIVaoh_YwlW4PaYF2MiQD12R0ggMVaIBb', 'width': 4032}]",ChIJ2yy3wpwC2YgRhUgLa3PjwIs,"{'compound_code': '6VHG+RH Pompano Beach, FL, USA', 'global_code': '76RX6VHG+RH'}",2.0,4.5,ChIJ2yy3wpwC2YgRhUgLa3PjwIs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",143.0,"165 South Cypress Road, Pompano Beach",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 26.2312877, 'lng': -80.12117219999999}, 'viewport': {'northeast': {'lat': 26.2327348302915, 'lng': -80.1198607197085}, 'southwest': {'lat': 26.2300368697085, 'lng': -80.1225586802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Dunkin',,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103860424887223121539"">Herve Andrieu</a>'], 'photo_reference': 'AW30NDzxL7kS0cD6wzbAnkWK-sEZP91Gg857XM6tg7t0GhydlcS7E5Ffy65Cv9r9sQm9NdVH7fDdEZ1sXxwDazlfz06Q-lfnDTs1YAjrCZOpCrmeBM5nin-yHyzbBmYMTtK5Hrx9KpMSZ9suJ54f8ZYbtyb2JTBmWWM7JUoRPm_3cVsLcjBa', 'width': 4032}]",ChIJYRvzr_IC2YgRlOPCXFzyx2Q,"{'compound_code': '6VJH+GG Pompano Beach, FL, USA', 'global_code': '76RX6VJH+GG'}",1.0,3.6,ChIJYRvzr_IC2YgRlOPCXFzyx2Q,GOOGLE,"['meal_takeaway', 'bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",751.0,"300 East Atlantic Boulevard, Pompano Beach",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 26.2227774, 'lng': -80.12559259999999}, 'viewport': {'northeast': {'lat': 26.2241296802915, 'lng': -80.12424366970849}, 'southwest': {'lat': 26.22143171970849, 'lng': -80.12694163029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Kin Asian Street Food,,"[{'height': 2887, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118003529071655071373"">Elizabeth Hadden</a>'], 'photo_reference': 'AW30NDwAyR15gNCyqPdkvBC4zVDwHcVyt3rPQ22kQkKggajFldIb91DRSkCUH9WeuGpYjg7Hed2dAf1gAgy0HEQINzdec2S3-nFvtXDnaijsZfYll0ndwaxZlVWYP91FBZUp0-GLe2s9hGbuJlo-tSlPYlYVuLI14ebaMOPuvkuV01STSuid', 'width': 3853}]",ChIJWTZD2PUC2YgRVXc0hQQHivs,"{'compound_code': '6VFF+4Q Pompano Beach, FL, USA', 'global_code': '76RX6VFF+4Q'}",2.0,4.6,ChIJWTZD2PUC2YgRVXc0hQQHivs,GOOGLE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",725.0,"143 Southwest 6th Street, Pompano Beach",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 26.2233503, 'lng': -80.15158199999999}, 'viewport': {'northeast': {'lat': 26.2248408802915, 'lng': -80.1504375697085}, 'southwest': {'lat': 26.2221429197085, 'lng': -80.15313553029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Myron's,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112485032947375908942"">Dennis Brand</a>'], 'photo_reference': 'AW30NDyKK1eZLImZR4R6CNwOlqo1MqJ4I0orU9BPAdWqFEvkg1Bc5_ObBbfqcsjnErXTRCIh1xF2O2IyEZ-xpSeE5M9p1s1MX4HV7EXHbnk_6rWTwqXDFA3dwtzKwgThnAkTPpsbCcaeFWkWX3pJgroPkV4x4H1xuyAf_8sr4v7vPqUCb6MM', 'width': 4000}]",ChIJGxPVogcD2YgRJEbgbhiaZZY,"{'compound_code': '6RFX+89 Pompano Beach, FL, USA', 'global_code': '76RX6RFX+89'}",,3.4,ChIJGxPVogcD2YgRJEbgbhiaZZY,GOOGLE,"['restaurant', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",108.0,"777 Isle of Capri Boulevard, Pompano Beach",{'open_now': True}
OPERATIONAL,"{'location': {'lat': 26.2299801, 'lng': -80.15821969999999}, 'viewport': {'northeast': {'lat': 26.2313261302915, 'lng': -80.1567442697085}, 'southwest': {'lat': 26.2286281697085, 'lng': -80.1594422302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,It's All Greek To Me,,"[{'height': 902, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117275436810074665130"">It&#39;s All Greek To Me</a>'], 'photo_reference': 'AW30NDwy41XybJmYWtahgEGdEpZx578CsyHbJTNEkKa-5XEmuu5CAvH9Qwai9DnOOyorGJdD4rNM_21fnzh-gk8jTU60Uj7PcJkwnnq5pXVqMPSoetIms95DwdCE7hdqAzET4grCw8xzE58lSgbSHnsVklwktA7CFjeJqKIcTiJR2MmzyQuV', 'width': 1518}]",ChIJoVKE4g4D2YgRfnMONrOJo7s,"{'compound_code': '6RHR+XP Pompano Beach, FL, USA', 'global_code': '76RX6RHR+XP'}",1.0,4.6,ChIJoVKE4g4D2YgRfnMONrOJo7s,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",448.0,"17 South Pompano Parkway, Pompano Beach",{'open_now': False}
OPERATIONAL,"{'location': {'lat': 26.2223693, 'lng': -80.1248006}, 'viewport': {'northeast': {'lat': 26.2238341802915, 'lng': -80.12343581970849}, 'southwest': {'lat': 26.2211362197085, 'lng': -80.1261337802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Wings N' Things,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108876542618968147865"">Jay James</a>'], 'photo_reference': 'AW30NDxo5UyYj3HtjWXyzjavSXiCvX9r12EkGuXhJJmkwSgeoc277Wzth7aoa3FS_epFGCyALs6CGKNNBJNVlB-rSqDlQ0jwTBLTKwnEoBXFIJWwnezunqJOOmPUkvwNpSUvdNvyE5udGGG4aELW6rZT6Dw7kWuDZiyjDtQ78XbS-aNSfL3S', 'width': 4032}]",ChIJXarTwPUC2YgRvHJqfZnio8I,"{'compound_code': '6VCG+W3 Pompano Beach, FL, USA', 'global_code': '76RX6VCG+W3'}",1.0,4.4,ChIJXarTwPUC2YgRvHJqfZnio8I,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1124.0,"150 Southwest 6th Street, Pompano Beach",{'open_now': True}
