business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
OPERATIONAL,"{'location': {'lat': 37.6973358, 'lng': -122.4629514}, 'viewport': {'northeast': {'lat': 37.6987019802915, 'lng': -122.4616976697085}, 'southwest': {'lat': 37.6960040197085, 'lng': -122.4643956302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Starbucks,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104327676482929775156"">moe moe</a>'], 'photo_reference': 'AW30NDy5QJdv89C5h5uZ1xlE1tQZpj5kaGSsiuKL24q_uZpaQSbnGr7LkOHhzogI6nlmoUkoxkeqOn1RNU5qq5LX75aSNxr1KqJ0ZAMEhn38n6hnJxsEyuBZoryk6GPG1fN3UB42Cdlby5Aa3PTKseLykTZUJU_Vx8UyiYSXxRuN9BJL-Qlh', 'width': 1920}]",ChIJp9TXvBZ8j4ARlITzP-6sv6Y,"{'compound_code': 'MGWP+WR Daly City, CA, USA', 'global_code': '849VMGWP+WR'}",4.1,ChIJp9TXvBZ8j4ARlITzP-6sv6Y,GOOGLE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",363.0,"6873 Mission Street, Daly City",,2.0
OPERATIONAL,"{'location': {'lat': 37.6909532, 'lng': -122.4720635}, 'viewport': {'northeast': {'lat': 37.69230193029151, 'lng': -122.4707967697085}, 'southwest': {'lat': 37.68960396970851, 'lng': -122.4734947302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mr. Pickles,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113081685293939751934"">Krystal Reed</a>'], 'photo_reference': 'AW30NDxO8zK53g7HbAkOMofMLZOyLLLMV94fzZEuNbaPGcPIr8bGj4FWqRIZFEbtlw1VjTBl_x7kXlX7WketIsPNA4xNBornx2R7CmAbevZbTWZs39SfAT9z1LCODzXTrh_KJNGKIpNImlaoY1z5FPm5ZE7zE4pm1NUkuAFzfIwNCIB_-X6U', 'width': 4160}]",ChIJT0hxCG18j4ARA9TQ3Mhf6jc,"{'compound_code': 'MGRH+95 Daly City, CA, USA', 'global_code': '849VMGRH+95'}",4.0,ChIJT0hxCG18j4ARA9TQ3Mhf6jc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",146.0,"1301 Sullivan Avenue, Daly City",,
OPERATIONAL,"{'location': {'lat': 37.6971619, 'lng': -122.4638406}, 'viewport': {'northeast': {'lat': 37.6985675802915, 'lng': -122.4624611197085}, 'southwest': {'lat': 37.6958696197085, 'lng': -122.4651590802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Jollibee,{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105232535581701002352"">John Fife</a>'], 'photo_reference': 'AW30NDz_F-Dzf62JKRnouiKKOg0pJivLeASnNgNKMvM49iSlCC2NHm7IQeWernDzxEhrj-39MCK-Ek186lWvrfb5X2e2S5-_PsU-ScAvaP8Jzdp5I6p4CmyWHMflVoOxMdMnWArCOEJi7WW32F3orF2R756p2T6Pa0MGf_TqQoXd1GqfeH3l', 'width': 2560}]",ChIJtwoXHRR8j4AR8ijFtVfE7m4,"{'compound_code': 'MGWP+VF Daly City, CA, USA', 'global_code': '849VMGWP+VF'}",4.2,ChIJtwoXHRR8j4AR8ijFtVfE7m4,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1675.0,"6955 Mission Street Suite 101, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.7014954, 'lng': -122.4823503}, 'viewport': {'northeast': {'lat': 37.7027922802915, 'lng': -122.4811511697085}, 'southwest': {'lat': 37.7000943197085, 'lng': -122.4838491302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Chipotle Mexican Grill,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114543378064999712103"">Yuji Goto</a>'], 'photo_reference': 'AW30NDy-SQ68nq3UobOYEyjQFEhUCp0EGDJeEECanqruR1baTeKicnjVI4F48sqHMYwDGabh5q_wnvoOEiU4JrJXiuth9T2TfUE0oZcIrCvQL57G4yKG65CJO410VoOY6QjfoHl80HZsWeted5p_1zLDJgoC3rPe4N3ryi7h4miEDESOB7GS', 'width': 4032}]",ChIJhxk-C1t8j4ARN6j0vYidfrM,"{'compound_code': 'PG29+H3 Daly City, CA, USA', 'global_code': '849VPG29+H3'}",4.0,ChIJhxk-C1t8j4ARN6j0vYidfrM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",430.0,"213 Westlake Center, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.70569389999999, 'lng': -122.4641472}, 'viewport': {'northeast': {'lat': 37.7069880802915, 'lng': -122.4628112697085}, 'southwest': {'lat': 37.7042901197085, 'lng': -122.4655092302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Bart Grocery,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104240747773374260971"">Carey Yip</a>'], 'photo_reference': 'AW30NDw2_IbUcKlSh__3gY6tUUjSMNDZoQkDMU4Xg7Nqpkx1_QcNYWazdyykCVioj57qr5zURow1GgVKDYsB6SJ20F9vgyW1CLLr2lIbOnzN_TxhdaBATrA3_igI6ejIOq2HpRzKyRpIQpPwJ0K7mUnGiCzfcfUEyJ8qwpyK4-U46qy8sdOf', 'width': 4032}]",ChIJD_sVrD58j4ARi6ifkZDcU8g,"{'compound_code': 'PG4P+78 Daly City, CA, USA', 'global_code': '849VPG4P+78'}",4.5,ChIJD_sVrD58j4ARi6ifkZDcU8g,GOOGLE,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",340.0,"108 Los Olivos Avenue, Daly City",,
OPERATIONAL,"{'location': {'lat': 37.6972063, 'lng': -122.4628556}, 'viewport': {'northeast': {'lat': 37.6985761302915, 'lng': -122.4616470697085}, 'southwest': {'lat': 37.6958781697085, 'lng': -122.4643450302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Red Ribbon Bakeshop,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100337333697625020413"">Robert Tagao</a>'], 'photo_reference': 'AW30NDxDpDL2sS7mbHbw3_dfdFXVwlEVyFNX1NLU6a7viajkWb9MSRPwJPOtYUaA6KgHgk9DTqAy6wZezVMA9jRnROu9GLkuNoesKRZLiztzBaYp6d7tbaAH7ROC2E3puA3_Rg7I82PZp-gkvlG0hVMG7AqJzpTgF6ztKLO9a08YJJ7Cl4E_', 'width': 1800}]",ChIJJwfzJRR8j4ARHEPmKTmoGis,"{'compound_code': 'MGWP+VV Daly City, CA, USA', 'global_code': '849VMGWP+VV'}",4.2,ChIJJwfzJRR8j4ARHEPmKTmoGis,GOOGLE,"['bakery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",65.0,"6877 Mission Street, Daly City",,
OPERATIONAL,"{'location': {'lat': 37.6970315, 'lng': -122.462942}, 'viewport': {'northeast': {'lat': 37.69842678029151, 'lng': -122.4616902697085}, 'southwest': {'lat': 37.69572881970851, 'lng': -122.4643882302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,L&L Hawaiian Barbecue - DC,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103693356377896180948"">Pietro Alvarez</a>'], 'photo_reference': 'AW30NDwlEEsx_ntjvBFhc2-9omhcp3ZTGskJIfuTRixsWBU9P89QEbh26DYo_cHOJ2RP17W1lncnctYFSNSlf7DEJOoUypk-x_WNRMw262N-cx9mZAgFy5aZe_n9lyMjVNqQ4lGAiImG4DfjprxTiwZWxhY4Wc9CTbMPZ2bsycqQwu3NRQll', 'width': 3024}]",ChIJ08mnohZ8j4ARtkoKozMOCEc,"{'compound_code': 'MGWP+RR Daly City, CA, USA', 'global_code': '849VMGWP+RR'}",4.4,ChIJ08mnohZ8j4ARtkoKozMOCEc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",350.0,"6893 Mission Street, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.7141846, 'lng': -122.462984}, 'viewport': {'northeast': {'lat': 37.7155560802915, 'lng': -122.4614954697085}, 'southwest': {'lat': 37.7128581197085, 'lng': -122.4641934302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Golden Wok,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104697953974124489732"">Alzila</a>'], 'photo_reference': 'AW30NDxtHtBV9tUAMgfJvXf78wt8lloYNViLAbhnQwmm5R7yf_lYNFv6J22EpfLkxQIM3J4eKcYpkQmYbWgXhzUEg_bpK3OVlWWW3Wuujk-BuKosM4cu0t1Cw1uVGyGLj1YrA-9SQe5BUvDv4sapeG-obg8zgfkdgR80ITZlV1fXNFjbqunM', 'width': 4032}]",ChIJt-bYOjF8j4ARd6WeEQBA2xc,"{'compound_code': 'PG7P+MR Merced Heights, San Francisco, CA, USA', 'global_code': '849VPG7P+MR'}",3.7,ChIJt-bYOjF8j4ARd6WeEQBA2xc,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",68.0,"295 Orizaba Avenue, San Francisco",,
OPERATIONAL,"{'location': {'lat': 37.687049, 'lng': -122.469885}, 'viewport': {'northeast': {'lat': 37.6883781302915, 'lng': -122.4686664197085}, 'southwest': {'lat': 37.6856801697085, 'lng': -122.4713643802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cybelle's Pizza Daly City,{'open_now': True},"[{'height': 309, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104338369548585861822"">Steven Sergeis</a>'], 'photo_reference': 'AW30NDwY4SWsREEdWCS9y_LHKJiqn6oxniuQXFdQJe2kM9wj6l_Sq1q6OBW0kP6kLXb3jQjGNvWKZgo3iu3uBtMaZ4KsAetXEHKs-C7DytMsboJw026Ru6AxtC6Smx_N11wjPCh4PQ70ZHjQy6Wg7Dfr3vtKDzgGdsmkP8SwsELSYZNFLHlN', 'width': 550}]",ChIJ2bUePXN8j4AR2H6kMNwat0U,"{'compound_code': 'MGPJ+R2 Daly City, CA, USA', 'global_code': '849VMGPJ+R2'}",4.3,ChIJ2bUePXN8j4AR2H6kMNwat0U,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",489.0,"2985 Junipero Serra Boulevard, Daly City",,2.0
OPERATIONAL,"{'location': {'lat': 37.6930959, 'lng': -122.4714231}, 'viewport': {'northeast': {'lat': 37.6945335802915, 'lng': -122.4700518197085}, 'southwest': {'lat': 37.6918356197085, 'lng': -122.4727497802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Domino's Pizza,{'open_now': True},"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108193614477417210018"">William Bu</a>'], 'photo_reference': 'AW30NDxRdmhEsmRx6tN65ngeO7SEEmCezxFs_Y_J6Q-pvy5tDBCAZuBSZy1EkZ0ivrPg0d02AYzNT1SvCePjnzfGhnNKITGy1cWTNMh4aG6K7L22WkNyrojXbbUXjdmb_WZeB2eqSxrakto2TitIFtQeqeHcNwPvKLK8mP_fspAEGiwV6uav', 'width': 4000}]",ChIJqzspk2x8j4AR0hK-fbns_fc,"{'compound_code': 'MGVH+6C Daly City, CA, USA', 'global_code': '849VMGVH+6C'}",3.1,ChIJqzspk2x8j4AR0hK-fbns_fc,GOOGLE,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",317.0,"2408 Junipero Serra Boulevard Ste C, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.697238, 'lng': -122.483711}, 'viewport': {'northeast': {'lat': 37.6986768302915, 'lng': -122.4824200197085}, 'southwest': {'lat': 37.6959788697085, 'lng': -122.4851179802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Quickly,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106680821222819280309"">Justin Edwards</a>'], 'photo_reference': 'AW30NDxkrawub1dJsxRma1iMALWWJSnReCLWSYs-l-BGez-gmx2XqwOCv1_czkjLKnR1z9vBgIl9jzptcdE5UbGaEUBrzZihpabnn80cCLnzlaLeDSnD4sVPB7y7-w6ZCIsNPkRRWKvDHNmsIy1nRiETKb5lll2tZ-QqMVEsCvUXzuWLNf_t', 'width': 3024}]",ChIJsYqSAV18j4ARTCoOsz3dcNQ,"{'compound_code': 'MGW8+VG Daly City, CA, USA', 'global_code': '849VMGW8+VG'}",3.0,ChIJsYqSAV18j4ARTCoOsz3dcNQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",89.0,"175 Southgate Avenue, Daly City",,1.0
